region,state,order_date,category,product_name,Total_Sales,Total_Profit,Quantity_Sold,Discount_Avg,Discount_Amount,Profit_Margin,Shipping_Time
West,Oregon,2021-10-02,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.64,-16.6,7,0.7,15.847999999999999,-0.7332155477031802,6.0
West,Oregon,2021-10-21,Furniture,Global Comet Stacking Armless Chair,478.48,47.85,2,0.2,95.69600000000001,0.10000417990302625,1.0
West,Oregon,2021-10-21,Office Supplies,Xerox 218,5.18,1.81,1,0.2,1.036,0.34942084942084944,1.0
West,Oregon,2021-10-21,Technology,Memorex Froggy Flash Drive 8 GB,28.4,6.74,2,0.2,5.68,0.23732394366197185,1.0
West,Oregon,2021-10-22,Furniture,KI Conference Tables,177.22,-120.51,5,0.5,88.61,-0.6800022570815936,5.0
West,Oregon,2021-11-06,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,5.68,-3.79,1,0.7,3.9759999999999995,-0.6672535211267606,6.0
West,Oregon,2021-11-17,Office Supplies,Avery Reinforcements for Hole-Punch Pages,4.16,-3.46,7,0.7,2.912,-0.8317307692307692,4.0
West,Oregon,2021-11-17,Office Supplies,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.61,6.62,3,0.2,3.922,0.33758286588475267,4.0
West,Utah,2018-03-14,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,80.98,3.24,1,0.0,0.0,0.04000987898246481,5.0
West,Utah,2018-03-14,Office Supplies,GBC Wire Binding Combs,33.09,11.17,4,0.2,6.618000000000001,0.33756421879721965,5.0
West,Utah,2018-03-14,Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.05,20.17,2,0.2,12.41,0.32506043513295735,5.0
West,Utah,2018-03-14,Office Supplies,Staple magnet,21.36,5.77,2,0.0,0.0,0.27013108614232206,5.0
West,Utah,2018-03-14,Technology,Imation 30456 USB Flash Drive 8GB,82.8,6.62,12,0.0,0.0,0.07995169082125604,5.0
West,Utah,2018-05-13,Office Supplies,Fellowes Super Stor/Drawer,55.5,9.99,2,0.0,0.0,0.18,2.0
West,Utah,2018-05-26,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,23.23,5,0.0,0.0,0.47995867768595046,3.0
West,Utah,2018-06-02,Furniture,Aluminum Document Frame,73.32,22.0,6,0.0,0.0,0.30005455537370435,5.0
West,Utah,2018-06-02,Office Supplies,GBC Standard Therm-A-Bind Covers,59.81,19.44,3,0.2,11.962000000000002,0.32502925932118376,5.0
West,Utah,2018-07-26,Technology,Memorex Micro Travel Drive 16 GB,111.93,34.7,7,0.0,0.0,0.31001518806396855,6.0
West,Utah,2018-08-04,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,1089.75,305.13,3,0.0,0.0,0.27999999999999997,5.0
West,Utah,2018-08-04,Office Supplies,Ibico Standard Transparent Covers,13.18,4.78,1,0.2,2.636,0.362670713201821,5.0
West,Utah,2018-08-04,Office Supplies,Newell 329,16.4,4.26,5,0.0,0.0,0.2597560975609756,5.0
West,Utah,2018-08-04,Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,7.94,5,0.0,0.0,0.0499685336689742,5.0
West,Utah,2018-08-04,Office Supplies,Xerox 1934,447.84,219.44,8,0.0,0.0,0.48999642729546267,5.0
West,Utah,2018-08-04,Technology,Panasonic KX T7731-B Digital phone,399.96,35.0,5,0.2,79.992,0.08750875087508751,5.0
West,Utah,2018-11-18,Office Supplies,"Adams ""While You Were Out"" Message Pads",21.98,9.89,7,0.0,0.0,0.4499545040946315,3.0
West,Utah,2018-11-19,Office Supplies,Xerox 1888,166.44,79.89,3,0.0,0.0,0.47999279019466473,5.0
West,Utah,2019-02-03,Office Supplies,Wilson Jones Standard D-Ring Binders,12.14,4.1,3,0.2,2.4280000000000004,0.3377265238879736,2.0
West,Utah,2019-03-15,Technology,"SmartStand Mobile Device Holder, Assorted Colors",16.78,1.68,3,0.2,3.3560000000000003,0.100119189511323,6.0
West,Utah,2019-05-31,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,140.69,7,0.0,0.0,0.10000284321112264,4.0
West,Utah,2019-05-31,Office Supplies,Fellowes Super Stor/Drawer Files,323.1,61.39,2,0.0,0.0,0.1900030950170226,4.0
West,Utah,2019-05-31,Office Supplies,Self-Adhesive Removable Labels,15.75,7.56,5,0.0,0.0,0.48,4.0
West,Utah,2019-06-22,Office Supplies,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,2.33,4,0.0,0.0,0.46975806451612906,4.0
West,Utah,2019-09-14,Furniture,"Lesro Round Back Collection Coffee Table, End Table",912.75,118.66,5,0.0,0.0,0.13000273897562312,5.0
West,Utah,2019-09-25,Furniture,Bretford CR4500 Series Slim Rectangular Table,1044.63,240.26,3,0.0,0.0,0.22999530934397822,5.0
West,Utah,2019-11-08,Furniture,"Executive Impressions 14"" Contract Wall Clock",66.69,22.01,3,0.0,0.0,0.3300344879292248,6.0
West,Utah,2019-11-08,Office Supplies,Alliance Rubber Bands,5.04,0.2,3,0.0,0.0,0.03968253968253969,6.0
West,Utah,2019-11-08,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,28.65,5,0.2,18.336000000000002,0.31249999999999994,6.0
West,Utah,2019-11-08,Office Supplies,Xerox 1988,92.94,41.82,3,0.0,0.0,0.4499677211103938,6.0
West,Utah,2020-07-01,Technology,Hewlett Packard 310 Color Digital Copier,1499.95,449.98,5,0.0,0.0,0.29999666655555185,2.0
West,Utah,2020-07-07,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,45.98,12.87,2,0.0,0.0,0.2799043062200957,6.0
West,Utah,2020-07-07,Office Supplies,Xerox 226,12.96,6.22,2,0.0,0.0,0.47993827160493824,6.0
West,Utah,2020-07-15,Office Supplies,Fiskars Home & Office Scissors,44.4,12.43,5,0.0,0.0,0.279954954954955,6.0
West,Utah,2020-10-15,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,13.04,5,0.2,8.344,0.31255992329817833,6.0
West,Utah,2020-10-15,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,32.94,8,0.0,0.0,0.4600558659217877,6.0
West,Utah,2020-10-15,Office Supplies,Xerox 1982,45.68,21.01,2,0.0,0.0,0.45993870402802106,6.0
West,Utah,2020-10-15,Office Supplies,Xerox 1986,60.12,28.86,9,0.0,0.0,0.48003992015968067,6.0
West,Utah,2021-07-21,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.54,1,0.0,0.0,0.2901115813774529,0.0
West,Utah,2021-07-21,Technology,PayAnywhere Card Reader,71.93,6.29,9,0.2,14.386000000000003,0.08744612818017516,0.0
West,Utah,2021-08-19,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,37.24,3,0.2,20.544,0.36253894080996885,4.0
West,Utah,2021-09-07,Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,10.57,2,0.0,0.0,0.4201112877583466,1.0
West,Utah,2021-09-07,Technology,Motorla HX550 Universal Bluetooth Headset,126.56,47.46,4,0.2,25.312,0.375,1.0
West,Utah,2021-09-15,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.06,106.96,9,0.2,59.012,0.3625025418558937,2.0
West,Utah,2021-09-17,Furniture,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,77.58,3,0.0,0.0,0.06000278435194208,4.0
West,Utah,2021-09-17,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.78,4.27,3,0.2,2.356,0.3624787775891341,4.0
West,Utah,2021-09-17,Office Supplies,Avery 514,14.4,7.06,5,0.0,0.0,0.49027777777777776,4.0
West,Utah,2021-09-17,Office Supplies,Avery Non-Stick Binders,10.78,3.5,3,0.2,2.156,0.3246753246753247,4.0
West,Utah,2021-09-17,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58,8.95,2,0.2,5.116,0.3498827208756841,4.0
West,Utah,2021-09-17,Office Supplies,Green Bar Computer Printout Paper,164.88,80.79,3,0.0,0.0,0.48999272197962157,4.0
West,Utah,2021-09-17,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,65.44,2,0.0,0.0,0.2500191029265683,4.0
West,Utah,2021-10-15,Office Supplies,Avery Hi-Liter Smear-Safe Highlighters,11.68,4.2,2,0.0,0.0,0.35958904109589046,4.0
West,Utah,2021-11-02,Office Supplies,Xerox 220,19.44,9.33,3,0.0,0.0,0.47993827160493824,5.0
West,Washington,2018-02-03,Office Supplies,Avery Durable Poly Binders,13.27,4.31,3,0.2,2.654,0.32479276563677467,3.0
West,Washington,2018-02-03,Office Supplies,Ibico Laser Imprintable Binding System Covers,83.84,27.25,2,0.2,16.768,0.32502385496183206,3.0
West,Washington,2018-02-14,Office Supplies,Belkin 8 Outlet Surge Protector,81.96,22.95,2,0.0,0.0,0.2800146412884334,4.0
West,Washington,2018-02-14,Office Supplies,Compact Automatic Electric Letter Opener,238.62,4.77,2,0.0,0.0,0.019989942167462908,4.0
West,Washington,2018-02-14,Technology,Logitech G600 MMO Gaming Mouse,239.97,86.39,3,0.0,0.0,0.3600033337500521,4.0
West,Washington,2018-02-15,Office Supplies,Pressboard Data Binders by Wilson Jones,21.36,7.21,5,0.2,4.272,0.33754681647940077,4.0
West,Washington,2018-03-01,Furniture,Global Deluxe High-Back Manager's Chair,457.57,51.48,2,0.2,91.51400000000001,0.11250737592062417,5.0
West,Washington,2018-03-07,Furniture,"Global Leather and Oak Executive Chair, Black",481.57,54.18,2,0.2,96.31400000000001,0.11250700832693067,5.0
West,Washington,2018-03-07,Furniture,"Global Push Button Manager's Chair, Indigo",48.71,5.48,1,0.2,9.742,0.11250256620817081,1.0
West,Washington,2018-03-07,Furniture,Office Star - Task Chair with Contemporary Loop Arms,436.7,21.84,6,0.2,87.34,0.05001144950767117,5.0
West,Washington,2018-03-07,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,4.86,3,0.0,0.0,0.020004939491232405,1.0
West,Washington,2018-03-07,Office Supplies,Catalog Binders with Expanding Posts,107.65,33.64,2,0.2,21.53,0.31249419414770085,4.0
West,Washington,2018-03-07,Office Supplies,"Contico 72""H Heavy-Duty Storage System",204.9,0.0,5,0.0,0.0,0.0,5.0
West,Washington,2018-03-07,Office Supplies,Newell 330,17.94,4.66,3,0.0,0.0,0.25975473801560756,1.0
West,Washington,2018-03-07,Office Supplies,Newell Chalk Holder,20.65,9.5,5,0.0,0.0,0.4600484261501211,5.0
West,Washington,2018-03-30,Office Supplies,Avery 490,44.4,22.2,3,0.0,0.0,0.5,5.0
West,Washington,2018-03-30,Office Supplies,Sterilite Show Offs Storage Containers,15.84,0.0,3,0.0,0.0,0.0,5.0
West,Washington,2018-04-06,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,111.1,3,0.0,0.0,0.1699946446331574,6.0
West,Washington,2018-04-06,Technology,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2.03,2,0.0,0.0,0.059882005899705014,6.0
West,Washington,2018-05-04,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,3.9,7,0.0,0.0,0.32019704433497537,3.0
West,Washington,2018-05-04,Office Supplies,Holmes Odor Grabber,57.68,19.03,4,0.0,0.0,0.3299237170596394,3.0
West,Washington,2018-05-10,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",158.13,77.48,3,0.0,0.0,0.4899766015303864,5.0
West,Washington,2018-05-10,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4.36,5,0.2,8.72,0.1,5.0
West,Washington,2018-05-23,Office Supplies,Xerox 1999,12.96,6.22,2,0.0,0.0,0.47993827160493824,4.0
West,Washington,2018-05-28,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,51.36,4,0.2,27.392000000000003,0.375,4.0
West,Washington,2018-05-28,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.41,5.74,6,0.2,11.482,0.09998258143180631,5.0
West,Washington,2018-05-28,Technology,Imation 30456 USB Flash Drive 8GB,27.6,2.21,4,0.0,0.0,0.08007246376811594,5.0
West,Washington,2018-06-03,Furniture,KI Adjustable-Height Table,515.88,113.49,6,0.0,0.0,0.21999302163293788,4.0
West,Washington,2018-06-08,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.55,73.19,3,0.2,117.11,0.1249935957646657,6.0
West,Washington,2018-06-17,Furniture,Eldon Wave Desk Accessories,6.24,2.62,3,0.0,0.0,0.4198717948717949,4.0
West,Washington,2018-06-17,Office Supplies,GBC DocuBind P400 Electric Binding System,3266.38,1061.57,3,0.2,653.2760000000001,0.324998928477397,4.0
West,Washington,2018-06-17,Office Supplies,OIC Binder Clips,17.9,8.95,5,0.0,0.0,0.5,4.0
West,Washington,2018-07-01,Office Supplies,Cardinal Holdit Business Card Pockets,19.92,6.97,5,0.2,3.9840000000000004,0.34989959839357426,5.0
West,Washington,2018-07-12,Furniture,"Safco Chair Connectors, 6/Carton",123.14,13.85,4,0.2,24.628,0.11247360727627091,6.0
West,Washington,2018-07-12,Office Supplies,Self-Adhesive Ring Binder Labels,11.26,3.8,4,0.2,2.2520000000000002,0.33747779751332146,6.0
West,Washington,2018-07-30,Furniture,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,259.89,8,0.0,0.0,0.19000029243186337,6.0
West,Washington,2018-08-09,Office Supplies,Ibico Ibimaster 300 Manual Binding System,2060.74,643.98,7,0.2,412.14799999999997,0.31249939342178057,4.0
West,Washington,2018-08-09,Technology,Cisco Unified IP Phone 7945G VoIP phone,1091.17,68.2,4,0.2,218.23400000000004,0.06250171833903058,4.0
West,Washington,2018-08-09,Technology,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.17,-43.83,2,0.2,43.834,-0.19998174932700644,4.0
West,Washington,2018-08-11,Furniture,"Eldon Image Series Desk Accessories, Ebony",12.35,5.43,1,0.0,0.0,0.43967611336032386,4.0
West,Washington,2018-08-11,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,10.65,1,0.0,0.0,0.25994630217232123,4.0
West,Washington,2018-08-11,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,10.79,2,0.0,0.0,0.4699477351916376,4.0
West,Washington,2018-08-25,Technology,Polycom VVX 310 VoIP phone,1007.94,75.6,7,0.2,201.58800000000002,0.07500446455146138,5.0
West,Washington,2018-09-08,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,121.99,5,0.2,195.184,0.125,6.0
West,Washington,2018-09-08,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,485.88,19.44,6,0.0,0.0,0.04000987898246481,6.0
West,Washington,2018-09-08,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,91.15,8,0.0,0.0,0.29999341758820436,6.0
West,Washington,2018-09-08,Office Supplies,Prang Colored Pencils,5.88,2.65,2,0.0,0.0,0.45068027210884354,6.0
West,Washington,2018-09-13,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,5.53,3,0.0,0.0,0.3897110641296688,0.0
West,Washington,2018-09-13,Office Supplies,Acme Value Line Scissors,7.3,2.19,2,0.0,0.0,0.3,0.0
West,Washington,2018-09-13,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",22.66,9.74,2,0.0,0.0,0.4298323036187114,0.0
West,Washington,2018-09-13,Office Supplies,OIC Thumb-Tacks,5.7,2.68,5,0.0,0.0,0.47017543859649125,0.0
West,Washington,2018-09-13,Office Supplies,Xerox 1942,48.94,24.47,1,0.0,0.0,0.5,0.0
West,Washington,2018-09-13,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,199.98,75.99,2,0.0,0.0,0.37998799879988,0.0
West,Washington,2018-09-13,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,60.88,4,0.0,0.0,0.41997792494481234,0.0
West,Washington,2018-09-13,Technology,WD My Passport Ultra 500GB Portable External Hard Drive,118.0,20.06,2,0.0,0.0,0.16999999999999998,0.0
West,Washington,2018-09-17,Furniture,"Executive Impressions 12"" Wall Clock",35.34,13.43,2,0.0,0.0,0.3800226372382569,4.0
West,Washington,2018-09-17,Office Supplies,Eldon Gobal File Keepers,30.28,1.21,2,0.0,0.0,0.03996036988110964,4.0
West,Washington,2018-09-17,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,16.22,3,0.0,0.0,0.2799930951147937,4.0
West,Washington,2018-09-17,Office Supplies,GBC Prestige Therm-A-Bind Covers,137.24,46.32,5,0.2,27.448000000000004,0.337510929758088,4.0
West,Washington,2018-09-19,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",92.52,24.98,6,0.0,0.0,0.26999567661046264,4.0
West,Washington,2018-09-21,Technology,Canon PC1080F Personal Copier,1799.97,701.99,3,0.0,0.0,0.39000094446018546,2.0
West,Washington,2018-09-21,Technology,Nortel Meridian M3904 Professional Digital phone,246.38,27.72,2,0.2,49.276,0.11250913223475931,2.0
West,Washington,2018-09-26,Office Supplies,"Dual Level, Single-Width Filing Carts",310.12,80.63,2,0.0,0.0,0.25999613053011733,4.0
West,Washington,2018-09-29,Furniture,"Bevis Oval Conference Table, Walnut",2348.82,399.3,9,0.0,0.0,0.17000025544741615,2.0
West,Washington,2018-09-29,Furniture,Longer-Life Soft White Bulbs,6.16,2.96,2,0.0,0.0,0.4805194805194805,2.0
West,Washington,2018-09-29,Office Supplies,Fellowes Super Stor/Drawer Files,807.75,153.47,5,0.0,0.0,0.18999690498297742,5.0
West,Washington,2018-09-29,Office Supplies,GBC Standard Plastic Binding Systems' Combs,10.05,3.14,2,0.2,2.0100000000000002,0.3124378109452736,5.0
West,Washington,2018-09-30,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,43.18,13.49,7,0.2,8.636000000000001,0.3124131542380732,4.0
West,Washington,2018-10-04,Office Supplies,Avery 519,29.24,13.74,4,0.0,0.0,0.4699042407660739,5.0
West,Washington,2018-10-11,Furniture,DAX Cubicle Frames - 8x10,63.47,19.04,11,0.0,0.0,0.2999842445249724,5.0
West,Washington,2018-10-11,Technology,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,58.65,5,0.0,0.0,0.16999999999999998,5.0
West,Washington,2018-10-13,Furniture,"Bevis Round Bullnose 29"" High Table Top",1298.55,311.65,5,0.0,0.0,0.23999845982056908,2.0
West,Washington,2018-10-13,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,62.04,4,0.0,0.0,0.2900149588631264,2.0
West,Washington,2018-10-13,Office Supplies,Newell 32,11.52,3.23,4,0.0,0.0,0.2803819444444445,2.0
West,Washington,2018-10-13,Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2.58,2,0.0,0.0,0.10007757951900698,2.0
West,Washington,2018-10-18,Office Supplies,Computer Printout Index Tabs,1.34,0.47,1,0.2,0.268,0.3507462686567164,5.0
West,Washington,2018-10-18,Office Supplies,Xerox 1925,61.96,27.88,2,0.0,0.0,0.4499677211103938,5.0
West,Washington,2018-10-26,Furniture,Tenex Chairmats For Use With Carpeted Floors,63.92,3.2,4,0.0,0.0,0.05006257822277847,4.0
West,Washington,2018-10-26,Technology,Vtech CS6719,383.96,38.4,5,0.2,76.792,0.10001041775184916,4.0
West,Washington,2018-11-02,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,15.1,2,0.0,0.0,0.3600381497377206,5.0
West,Washington,2018-11-02,Technology,Samsung Rugby III,52.79,4.62,1,0.2,10.558,0.08751657510892215,5.0
West,Washington,2018-11-11,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,22.98,6.89,1,0.0,0.0,0.29982593559617055,2.0
West,Washington,2018-11-11,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.58,762.59,2,0.2,406.716,0.3749987706409387,2.0
West,Washington,2018-11-11,Technology,Belkin Standard 104 key USB Keyboard,102.13,15.32,7,0.0,0.0,0.15000489572113973,2.0
West,Washington,2018-11-18,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,55.02,2,0.0,0.0,0.40002908244874225,7.0
West,Washington,2018-11-18,Furniture,"Lesro Round Back Collection Coffee Table, End Table",730.2,94.93,4,0.0,0.0,0.13000547795124623,7.0
West,Washington,2018-11-24,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,9.72,6,0.0,0.0,0.020004939491232405,6.0
West,Washington,2018-11-24,Office Supplies,Peel & Stick Add-On Corner Pockets,12.1,4.23,7,0.2,2.42,0.3495867768595042,6.0
West,Washington,2018-11-24,Office Supplies,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,53.35,2,0.0,0.0,0.2700172082194554,6.0
West,Washington,2018-11-24,Office Supplies,Xerox 220,25.92,12.44,4,0.0,0.0,0.47993827160493824,6.0
West,Washington,2018-12-07,Office Supplies,Advantus Rolling Drawer Organizers,269.36,70.03,7,0.0,0.0,0.259986634986635,6.0
West,Washington,2018-12-08,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,603.92,45.29,5,0.2,120.78399999999999,0.074993376606173,2.0
West,Washington,2018-12-08,Office Supplies,Xerox 1964,45.68,21.01,2,0.0,0.0,0.45993870402802106,2.0
West,Washington,2018-12-20,Office Supplies,Avery 489,31.05,14.9,3,0.0,0.0,0.47987117552334946,5.0
West,Washington,2019-01-05,Furniture,Global Deluxe Steno Chair,61.58,-6.93,1,0.2,12.316,-0.11253653783696005,5.0
West,Washington,2019-02-06,Office Supplies,Newell 310,5.28,1.53,3,0.0,0.0,0.28977272727272724,7.0
West,Washington,2019-02-27,Technology,Microsoft Natural Keyboard Elite,538.92,80.84,9,0.0,0.0,0.15000371112595562,2.0
West,Washington,2019-03-02,Furniture,Hon Racetrack Conference Tables,787.53,165.38,3,0.0,0.0,0.2099983492692342,4.0
West,Washington,2019-03-13,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,39.75,2,0.0,0.0,0.28000845308537614,2.0
West,Washington,2019-03-16,Furniture,KI Adjustable-Height Table,171.96,44.71,2,0.0,0.0,0.260002326122354,2.0
West,Washington,2019-03-19,Office Supplies,Deluxe Rollaway Locking File with Drawer,1247.64,349.34,3,0.0,0.0,0.2800006412106056,1.0
West,Washington,2019-03-19,Office Supplies,Multicolor Computer Printout Paper,209.7,100.66,2,0.0,0.0,0.4800190748688603,1.0
West,Washington,2019-03-19,Technology,Canon PC940 Copier,3149.93,1480.47,7,0.0,0.0,0.4700009206553797,1.0
West,Washington,2019-03-19,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.58,39.69,3,0.2,90.71600000000001,0.08750385819480576,6.0
West,Washington,2019-03-24,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.9,13.13,5,0.0,0.0,0.2799573560767591,3.0
West,Washington,2019-03-26,Furniture,Bush Advantage Collection Racetrack Conference Table,3393.68,610.86,8,0.0,0.0,0.17999929280309282,4.0
West,Washington,2019-03-27,Office Supplies,Rogers Profile Extra Capacity Storage Tub,83.7,3.35,5,0.0,0.0,0.04002389486260454,7.0
West,Washington,2019-03-29,Office Supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,21.25,4,0.0,0.0,0.2899836244541485,6.0
West,Washington,2019-04-05,Office Supplies,Dixon Ticonderoga Pencils,23.84,6.44,8,0.0,0.0,0.2701342281879195,1.0
West,Washington,2019-04-05,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,26.39,6,0.0,0.0,0.10998582979078103,1.0
West,Washington,2019-04-12,Office Supplies,"Rogers Jumbo File, Granite",40.74,0.41,3,0.0,0.0,0.010063819342169857,5.0
West,Washington,2019-05-12,Office Supplies,Prestige Round Ring Binders,14.59,4.92,3,0.2,2.918,0.33721727210418095,6.0
West,Washington,2019-05-21,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,26.98,8.77,4,0.2,5.396000000000001,0.3250555967383247,4.0
West,Washington,2019-05-26,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,7.89,1,0.0,0.0,0.3898221343873518,5.0
West,Washington,2019-05-28,Office Supplies,Newell 311,6.63,1.79,3,0.0,0.0,0.26998491704374056,6.0
West,Washington,2019-05-29,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,62.91,5,0.2,33.552,0.375,5.0
West,Washington,2019-05-29,Office Supplies,Standard Rollaway File with Lock,540.57,140.55,3,0.0,0.0,0.26000332981852486,5.0
West,Washington,2019-05-29,Office Supplies,Xerox 1894,32.4,15.55,5,0.0,0.0,0.4799382716049383,5.0
West,Washington,2019-06-04,Office Supplies,Avery 501,7.38,3.47,2,0.0,0.0,0.47018970189701903,0.0
West,Washington,2019-06-04,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,3.06,2,0.0,0.0,0.3304535637149028,0.0
West,Washington,2019-06-23,Technology,Pyle PRT45 Retro Home Telephone,201.57,22.68,4,0.2,40.314,0.11251674356303022,2.0
West,Washington,2019-07-11,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.35,34.42,3,0.2,19.67,0.3499745805795628,2.0
West,Washington,2019-07-11,Office Supplies,Xerox 1896,29.97,13.49,3,0.0,0.0,0.4501167834501168,2.0
West,Washington,2019-07-25,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57,28.08,2,0.2,112.31400000000002,0.050002671082856984,2.0
West,Washington,2019-07-25,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,56.39,5,0.0,0.0,0.07999716271811605,2.0
West,Washington,2019-07-25,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,9.42,0.47,2,0.0,0.0,0.04989384288747346,2.0
West,Washington,2019-07-25,Office Supplies,Xerox 228,12.96,6.22,2,0.0,0.0,0.47993827160493824,2.0
West,Washington,2019-08-02,Office Supplies,Ibico Presentation Index for Binding Systems,6.37,2.15,2,0.2,1.274,0.33751962323390894,4.0
West,Washington,2019-08-02,Technology,Okidata C331dn Printer,558.4,41.88,2,0.2,111.68,0.07500000000000001,4.0
West,Washington,2019-09-06,Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,74.81,3,0.0,0.0,0.3900010426441456,6.0
West,Washington,2019-09-06,Office Supplies,Acco Hanging Data Binders,6.1,2.13,2,0.2,1.22,0.34918032786885245,6.0
West,Washington,2019-09-10,Office Supplies,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,17.69,6,0.0,0.0,0.049988696733355945,2.0
West,Washington,2019-09-12,Technology,Memorex Froggy Flash Drive 4 GB,21.98,8.57,2,0.0,0.0,0.38989990900818927,5.0
West,Washington,2019-09-17,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.03,7.82,3,0.2,5.006,0.3124250898921294,3.0
